dataset,forecaster,coverage,horizon_hours,window,method,n,picp,mpiw,winkler_interval_score,macro_user_abs_coverage_gap,user_coverage_std,max_abs_cluster_coverage_gap,forecaster_key,window_order
London,lightgbm_quantile,0.8,1.0,2013-04,pid_segment,719519,0.7999371802551427,0.3288233189704868,0.5561756342300535,0.0327759861665989,0.0442411413493082,0.0001030910506883,lgbm,1
London,lightgbm_quantile,0.8,1.0,2013-04,pid_user,719519,0.7997856901624557,0.3393209238393863,0.5600133338276361,0.0006397817767817,0.0009295380642545,0.000258471907539,lgbm,1
London,lightgbm_quantile,0.8,1.0,2013-05,raw,743655,0.7763492479711694,0.2741594974508236,0.4871498797285997,0.0444218453724042,0.0556902355217851,0.0306468528009181,lgbm,2
London,lightgbm_quantile,0.8,1.0,2013-05,rolling_global_norm,743655,0.7951092912708178,0.2770782379626871,0.4869915836985882,0.0394865205883957,0.0521937753003374,0.0099069260666642,lgbm,2
London,lightgbm_quantile,0.8,1.0,2013-05,rolling_group_norm,743655,0.7950998783037834,0.2769957307424722,0.4869798301854545,0.0392877889131448,0.0520181771589092,0.0085815575925454,lgbm,2
London,lightgbm_quantile,0.8,1.0,2013-05,rolling_user_norm,743655,0.7882956478474561,0.2776388117389158,0.4881402320846547,0.0393049938498812,0.0707719516475257,0.0150864335391404,lgbm,2
London,lightgbm_quantile,0.8,1.0,2013-05,aci_global,743655,0.7994486690736968,0.2779109255333072,0.4869974675501969,0.0390123918393781,0.051797749641443,0.0147292158405454,lgbm,2
London,lightgbm_quantile,0.8,1.0,2013-05,aci_segment,743655,0.7994056383672536,0.2776406749229236,0.4869539263328836,0.0384391141740703,0.0513392213842729,0.0011903922982269,lgbm,2
London,lightgbm_quantile,0.8,1.0,2013-05,aci_user,743655,0.8000941296703444,0.2784251901587213,0.4854965785853476,0.0047257550923357,0.0064266301806657,0.0015014424337791,lgbm,2
London,lightgbm_quantile,0.8,1.0,2013-05,pid_global,743655,0.7999744505180494,0.2782334706767155,0.4870259959020602,0.0385061387382346,0.0509729934620006,0.0142538683451349,lgbm,2
London,lightgbm_quantile,0.8,1.0,2013-05,pid_segment,743655,0.7999583140031332,0.2784234786038551,0.4871174323815416,0.0374244619422144,0.0498261922387903,7.101156241706708e-05,lgbm,2
London,lightgbm_quantile,0.8,1.0,2013-05,pid_user,743655,0.7998278771742273,0.2905069000228941,0.4928584127151881,0.0006733786181225,0.0008904495611091,0.0001978748243861,lgbm,2
