forecaster,dataset,configuration,coverage,horizon_hours,window,window_order,strategy,selected_policy,loss
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-10,3,CSGR,rolling_user_norm,0.0254262226663865
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-10,3,Mean-fold minimum,rolling_user_norm,0.0254262226663865
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-10,3,Latest-fold minimum,rolling_user_norm,0.0254262226663865
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-10,3,Previous-window winner,rolling_user_norm,0.0254262226663865
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-10,3,Follow-the-leader,rolling_user_norm,0.0254262226663865
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-10,3,Global-CQR,rolling_global_norm,0.0360370889823905
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-10,3,Segment-CQR,rolling_group_norm,0.0315221214601826
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-10,3,User-CQR,rolling_user_norm,0.0254262226663865
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-10,3,Ex-post best fixed,rolling_user_norm,0.0254262226663865
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-10,3,Month-wise oracle,rolling_user_norm,0.0254262226663865
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-11,4,CSGR,rolling_user_norm,0.0283356136617006
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-11,4,Mean-fold minimum,rolling_user_norm,0.0283356136617006
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-11,4,Latest-fold minimum,rolling_user_norm,0.0283356136617006
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-11,4,Previous-window winner,rolling_user_norm,0.0283356136617006
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-11,4,Follow-the-leader,rolling_user_norm,0.0283356136617006
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-11,4,Global-CQR,rolling_global_norm,0.0355044348608421
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-11,4,Segment-CQR,rolling_group_norm,0.0336348566137968
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-11,4,User-CQR,rolling_user_norm,0.0283356136617006
LightGBM,Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2012-11,4,Ex-post best fixed,rolling_user_norm,0.0283356136617006
