dataset,configuration,coverage,horizon_hours,window,window_order,user_weight,efficiency_weight,selected_policy,router_loss,oracle_loss,oracle_policy,router_macro_user_abs_coverage_gap,router_max_abs_cluster_coverage_gap,router_normalized_interval_score,loss__rolling_global_norm,loss__rolling_group_norm,loss__rolling_user_norm,cv_mean_gain_over_global__rolling_global_norm,cv_mean_gain_over_global__rolling_group_norm,cv_mean_gain_over_global__rolling_user_norm,cv_lower_gain__rolling_global_norm,cv_lower_gain__rolling_group_norm,cv_lower_gain__rolling_user_norm,mean_fold_policy,latest_fold_policy,forecaster,previous_window_policy,follow_the_leader_policy,best_fixed_policy
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2013-01,6,0.5,0.01,rolling_user_norm,0.0573167529362415,0.0573167529362415,rolling_user_norm,0.0277852698960693,0.0152259007734389,3.5811167601487326,0.0660988615796406,0.0631691548151637,0.0573167529362415,0.0,0.0038667262507048,0.0066505273523976,0.0,0.0030481612671361,0.0042429390231721,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2013-02,7,0.5,0.01,rolling_user_norm,0.0491649214668294,0.0491649214668294,rolling_user_norm,0.0303516682592769,0.0143271354933726,2.6825519590504623,0.0575388249202042,0.05512533362835,0.0491649214668294,0.0,0.0039571245825617,0.0105113676211378,0.0,0.0024628740713517,0.0085772636617505,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2013-03,8,0.5,0.01,rolling_user_norm,0.0436821649247858,0.0436821649247858,rolling_user_norm,0.0229353220412126,0.0118031975099037,2.63129051492277,0.054636635018037,0.0522742602014125,0.0436821649247858,0.0,0.0020278615217409,0.0098119688434299,0.0,0.0004986246198894,0.0078179425092978,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2013-04,9,0.5,0.01,rolling_user_norm,0.046653701280041,0.046653701280041,rolling_user_norm,0.0317028985507246,0.0123355263157894,2.463448884678395,0.0496855398966326,0.0480825951885097,0.046653701280041,0.0,-0.0005069375797954,0.0092922928236779,0.0,-0.0011493387395123,0.0086742615566923,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2013-05,10,0.5,0.01,rolling_user_norm,0.058486357912586,0.058486357912586,rolling_user_norm,0.034450857697702,0.0223825693265421,3.0069644400464,0.0651266200815634,0.062702254433172,0.058486357912586,0.0,0.0015724277114634,0.0065395232608041,0.0,0.0011867394693799,0.0033803097709774,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h6,0.9,6.0,2013-06,11,0.5,0.01,rolling_user_norm,0.0652730320445764,0.0652730320445764,rolling_user_norm,0.0320327015979189,0.0225873424971363,3.796300999704875,0.0735518927857154,0.0712701668338902,0.0652730320445764,0.0,0.0042434557743009,0.0084352036219746,0.0,0.0038870955785751,0.0056496130290081,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
London,lightgbm_quantile__c80__h1,0.8,1.0,2013-03,0,0.5,0.01,rolling_global_norm,0.0487299045828491,0.0477419986660134,rolling_user_norm,0.0354694288808543,0.0081409367900465,2.6924721747398723,0.0487299045828491,0.0524740605383302,0.0477419986660134,0.0,-0.0007090059321206,0.0017801082170497,0.0,-0.0031931339500605,-0.0010440206061895,rolling_user_norm,rolling_global_norm,LightGBM,rolling_global_norm,rolling_global_norm,rolling_user_norm
London,lightgbm_quantile__c80__h1,0.8,1.0,2013-04,1,0.5,0.01,rolling_user_norm,0.0426929029552997,0.0426929029552997,rolling_user_norm,0.0319511595742441,0.0062633416067636,2.3585652364795884,0.0428127743093,0.0432166160727947,0.0426929029552997,0.0,-0.001985692713055,0.0049103757471666,0.0,-0.0024555778671412,0.0040799976183316,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
London,lightgbm_quantile__c80__h1,0.8,1.0,2013-05,2,0.5,0.01,rolling_global_norm,0.0459800389845846,0.0452175622317052,rolling_group_norm,0.0394865205883957,0.0099069260666642,2.128331565705464,0.0459800389845846,0.0452175622317052,0.0484958036503398,0.0,0.0003245224380954,0.0006270960403706,0.0,-0.0002172076225558,-0.00056439464704,rolling_user_norm,rolling_group_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
London,lightgbm_quantile__c80__h1,0.8,1.0,2013-06,3,0.5,0.01,rolling_user_norm,0.039054445129308,0.039054445129308,rolling_user_norm,0.0279995854172746,0.0095020325203252,2.0303636160508125,0.047497186731501,0.0427026883805888,0.039054445129308,0.0,0.0013738781021089,0.0052906860242031,0.0,0.000832314598954,0.0030936117097104,rolling_user_norm,rolling_user_norm,LightGBM,rolling_group_norm,rolling_global_norm,rolling_user_norm
London,lightgbm_quantile__c80__h1,0.8,1.0,2013-07,4,0.5,0.01,rolling_user_norm,0.0474169705266241,0.0474169705266241,rolling_user_norm,0.0381437438232902,0.0197355921469284,1.8477302541514813,0.0573398200769334,0.0521469046180781,0.0474169705266241,0.0,0.0054313182363321,0.0118431137785604,0.0,0.0027328893050564,0.0073963579912754,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
London,lightgbm_quantile__c80__h1,0.8,1.0,2013-08,5,0.5,0.01,rolling_user_norm,0.035507427312986,0.035507427312986,rolling_user_norm,0.0295702833516979,0.0046161573416755,1.8414206966299336,0.0473219170604038,0.0436453306607363,0.035507427312986,0.0,0.0025378158161841,0.009717405478684,0.0,0.0015891728919892,0.0087602896865257,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
